0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-0.7221360367494402,-0.24400101447758565,0.1369629548716191,0.49273892549349596,0.2157155643083896,0.34650139741175223,0.15701269296069537,-0.324396070772624,0.772324577261204,-0.07326830956410954,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.1547482395298116,0.5698604338121686,0.8804210225831992,-0.17148431898838962,-0.13977554993858354,0.9172945081971412,0.846548154932913,-0.7537996479950552,0.772324577261204,-0.07326830956410954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0083127743720461,-0.24400101447758565,0.2638948200906675,-0.18555022298918258,0.7963645011998699,0.126965585571218,0.15701269296069537,0.16635087462444026,-0.7361235511827796,-0.07326830956410954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14308836881130294,-0.24400101447758565,0.2820279436933905,-0.1339752416529421,0.8213820370492598,-0.13647738863742295,0.8982633145808294,-1.0605164888682204,-0.5126497543762636,-0.07326830956410954,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.14308836881130294,-0.24400101447758565,0.4814923033233259,0.4739843868257719,0.6696627873819931,1.0709695764855154,1.50160684380652,-0.8764863843443212,-1.518281840005586,-0.07326830956410954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8735371799327891,3.8253062269711857,-0.8784919668807859,-0.9779294817005144,-0.9463893267600354,-1.1243885419198272,-0.1532782649268027,-0.14036596624872488,-0.7361235511827796,-0.07326830956410954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5873604423101833,-0.24400101447758565,0.06443046046073211,0.2911276348154647,0.5837154464800577,-0.44382752521417096,0.4845420373974985,-0.385739438947257,-1.0154657971909247,-0.07326830956410954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.4409249771524177,1.3837218821019228,0.2638948200906675,0.6521525041691484,0.4449084733802181,1.1587839012217291,0.20872785260861182,0.8411279245454036,0.2695085344465426,-0.07326830956410954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0083127743720461,0.5698604338121686,0.4452260561178824,1.0866326499714172,-0.47267018019255924,0.43431572214796604,0.5707339701440257,0.2276942427990733,-1.518281840005586,-0.07326830956410954,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.7221360367494402,-0.24400101447758565,0.6628235393505407,-0.402790295890317,0.5825049205518611,1.510041200166584,0.15701269296069537,0.3503809791483394,0.772324577261204,-0.07326830956410954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4409249771524177,1.3837218821019228,0.15509607847433957,0.5396252721628055,0.24315415201417212,0.3684549785958056,-1.8771169198573467,2.5587422334351286,-1.0154657971909247,-0.07326830956410954,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0083127743720461,-0.24400101447758565,0.17322920207706002,-0.03863967009201251,0.8718206173907713,-0.6194561746865983,0.07082076021416817,-0.017679229899458825,-1.0154657971909247,-0.07326830956410954,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.2895238339690686,0.5698604338121686,0.40895980891244144,0.40834350148873866,0.6393996391770862,0.039151260835004226,0.45006526429888777,-1.7966369069638166,-1.741755636812102,-0.07326830956410954,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.1547482395298116,-1.871723911057094,0.4270929325151619,-0.5559523616767282,-0.3282140860944702,-0.29015245692579694,-0.015371172532359034,-0.569769543471156,0.49298233125305885,-0.07326830956410954,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
