,0
0,1.4655675420143985
1,0.0
2,0.0
3,0.0
4,1.0784095813505903
5,0.0
6,0.0
7,0.5423242908253617
8,1.7715567619105355
9,1.9213246735826988
10,0.9895411936137477
11,0.0
12,0.0
13,0.0
14,1.0647107369924282
15,2.329227023940467
16,0.0
17,1.1568811967920856
18,2.005525858729668
19,3.3738261848660236
20,1.0784095813505903
21,0.0
22,1.599387576580599
23,0.0
24,1.2725655957915476
25,3.136797713832594
26,0.0
27,2.7073833121145063
28,0.0
29,1.4085449700547104
30,0.0
31,0.0
32,2.005525858729668
33,0.0
34,0.0
35,0.5709795465857378
36,0.0
37,0.0
38,0.0
39,0.0
40,1.8293763327993617
41,0.0
42,2.4096441652874536
43,3.923753928303845
44,1.724550719534605
45,3.2280337626529665
46,0.0
47,0.0
48,2.643333886382519
49,0.0
50,0.0
51,3.6336309798834576
52,0.0
53,0.0
54,0.5822156198526637
55,0.0
56,1.2612978709452054
57,0.0
58,1.5953389880545987
59,3.3446270301737613
60,1.5496879080283263
61,2.469793011977952
62,0.0
63,0.8153648132841945
64,0.0
65,5.365415110080531
66,0.0
67,0.0
68,3.675794214565281
69,4.494126887194767
70,0.0
71,0.0
72,0.0
73,3.295836866004329
74,1.916922612182061
75,0.9669838461896731
76,1.9600947840472698
77,0.35767444427181594
78,1.0818051703517284
79,0.0
80,2.7523860149222616
81,1.7101878155342434
82,0.0
83,2.214846178686039
84,2.4790562361098245
85,0.0
86,3.6975913947159578
87,0.0
88,1.8794650496471605
89,3.0459499897146083
90,0.0
91,2.057962510002712
92,0.0
93,0.4382549309311553
94,3.6560979645895566
95,3.7914360424390283
96,0.9042181506398859
97,0.0
98,6.995619625423205
99,4.566221435849517
100,2.6878474937846906
101,2.2607208888953467
102,0.0
103,0.0
